response,summary_level,date,species,robinia,precipitation,culture,mean,sd,n,se
Soil water content,treatment combination,2025-05-26,,with-robinia,control,mono,19.875,4.041629959220998,12,1.1667180724605497
Soil water content,treatment combination,2025-05-26,,with-robinia,control,mixed,20.2,3.8304046783597165,6,1.5637561617251374
Soil water content,treatment combination,2025-05-26,,with-robinia,drought,mono,11.866666666666667,4.519117639808046,12,1.3045568929213809
Soil water content,treatment combination,2025-05-26,,with-robinia,drought,mixed,13.1,4.08166632639171,6,1.6663332999933318
Soil water content,treatment combination,2025-06-06,,without-robinia,control,mono,19.775,3.281386901905961,12,0.9472548055653593
Soil water content,treatment combination,2025-06-06,,without-robinia,control,mixed,19.066666666666666,2.333809475228573,6,0.9527737285304303
Soil water content,treatment combination,2025-06-06,,without-robinia,drought,mono,12.65,5.78061022258503,12,1.6687184340448848
Soil water content,treatment combination,2025-06-06,,without-robinia,drought,mixed,14.683333333333334,1.1720352668186513,6,0.478481394042072
Soil water content,treatment combination,2025-06-06,,with-robinia,control,mono,11.558333333333334,6.3438529063156635,12,1.8313125915803692
Soil water content,treatment combination,2025-06-06,,with-robinia,control,mixed,10.816666666666666,6.259526073647003,6,2.555440818680366
Soil water content,treatment combination,2025-06-06,,with-robinia,drought,mono,4.316666666666666,3.18685748129103,12,0.9199665123461745
Soil water content,treatment combination,2025-06-06,,with-robinia,drought,mixed,5.15,3.938908478246226,6,1.608052652537638
Soil water content,treatment combination,2025-06-20,,without-robinia,control,mono,10.208333333333334,3.545152473534257,12,1.0233973674566355
Soil water content,treatment combination,2025-06-20,,without-robinia,control,mixed,9.683333333333334,0.8704405015086711,6,0.3553558466914226
Soil water content,treatment combination,2025-06-20,,without-robinia,drought,mono,6.075,3.3464024101875567,12,0.9660231661692992
Soil water content,treatment combination,2025-06-20,,without-robinia,drought,mixed,5.216666666666667,1.072225100744553,6,0.43773406437140705
Soil water content,treatment combination,2025-06-20,,with-robinia,control,mono,1.95,2.156807404896919,12,0.6226166679037072
Soil water content,treatment combination,2025-06-20,,with-robinia,control,mixed,1.4333333333333333,1.197775716345371,6,0.48898988855712666
Soil water content,treatment combination,2025-06-20,,with-robinia,drought,mono,0.7416666666666666,0.7525210155124432,12,0.21723410543847982
Soil water content,treatment combination,2025-06-20,,with-robinia,drought,mixed,0.9,1.0788883167408942,6,0.44045431091090487
Soil water content,treatment combination,2025-07-02,,without-robinia,control,mono,6.083333333333333,3.496448414484549,12,1.0093377166551474
Soil water content,treatment combination,2025-07-02,,without-robinia,control,mixed,4.283333333333333,0.8328665359267755,6,0.3400163394766657
Soil water content,treatment combination,2025-07-02,,without-robinia,drought,mono,3.3916666666666666,2.4358901054974966,12,0.7031809040626629
Soil water content,treatment combination,2025-07-02,,without-robinia,drought,mixed,2.2333333333333334,0.8733078876700168,6,0.3565264521898917
Soil water content,treatment combination,2025-07-02,,with-robinia,control,mono,0.8833333333333333,0.9222830696733301,12,0.26624018927246573
Soil water content,treatment combination,2025-07-02,,with-robinia,control,mixed,0.9333333333333333,0.5202563470700446,6,0.21239376429431994
Soil water content,treatment combination,2025-07-02,,with-robinia,drought,mono,0.375,0.5642774945973753,12,0.16289288170172112
Soil water content,treatment combination,2025-07-02,,with-robinia,drought,mixed,0.7166666666666667,0.8447879418331363,6,0.3448832330578633
Soil water content,treatment combination,2025-07-03,,without-robinia,control,mono,8.858333333333333,3.1901719341905337,12,0.9209233124830469
Soil water content,treatment combination,2025-07-03,,without-robinia,control,mixed,6.9,0.9654014708917736,6,0.39412350010286545
Soil water content,treatment combination,2025-07-03,,without-robinia,drought,mono,5.283333333333333,2.3490165575999646,12,0.6781026709306138
Soil water content,treatment combination,2025-07-03,,without-robinia,drought,mixed,4.183333333333334,0.9516652072376433,6,0.38851569394870583
Soil water content,treatment combination,2025-07-03,,with-robinia,control,mono,3.6666666666666665,1.6177050710712682,12,0.4669912291262097
Soil water content,treatment combination,2025-07-03,,with-robinia,control,mixed,3.55,1.0876580344942983,6,0.4440345331915827
Soil water content,treatment combination,2025-07-03,,with-robinia,drought,mono,2.283333333333333,0.8321203292939324,12,0.24021244805800598
Soil water content,treatment combination,2025-07-03,,with-robinia,drought,mixed,2.8666666666666667,0.6531972647421808,6,0.26666666666666666
Soil water content,treatment combination,2025-07-17,,without-robinia,control,mono,14.941666666666666,3.8434024541078737,12,1.1094947207416246
Soil water content,treatment combination,2025-07-17,,without-robinia,control,mixed,11.683333333333334,2.9026998926286995,6,1.1850222688953054
Soil water content,treatment combination,2025-07-17,,without-robinia,drought,mono,7.05,2.3388031127052997,12,0.6751543033509697
Soil water content,treatment combination,2025-07-17,,without-robinia,drought,mixed,5.85,0.46797435827190337,6,0.19104973174542791
Soil water content,treatment combination,2025-07-17,,with-robinia,control,mono,8.225,2.115365861328183,12,0.6106535247361856
Soil water content,treatment combination,2025-07-17,,with-robinia,control,mixed,10.883333333333333,1.9477337258123009,6,0.7951589638416824
Soil water content,treatment combination,2025-07-17,,with-robinia,drought,mono,5.266666666666667,0.8947659250362971,12,0.25829667384070537
Soil water content,treatment combination,2025-07-17,,with-robinia,drought,mixed,5.016666666666667,0.9867454923467686,6,0.40283716037349115
Soil water content,treatment combination,2025-07-31,,without-robinia,control,mono,23.65833333333333,3.654749918899646,12,1.0550354247487368
Soil water content,treatment combination,2025-07-31,,without-robinia,control,mixed,23.033333333333335,1.5718354451616956,6,0.6416991333777674
Soil water content,treatment combination,2025-07-31,,without-robinia,drought,mono,17.016666666666666,2.853971183307833,12,0.8238705154711061
Soil water content,treatment combination,2025-07-31,,without-robinia,drought,mixed,16.28333333333333,1.1788412389574208,6,0.4812599205326693
Soil water content,treatment combination,2025-07-31,,with-robinia,control,mono,17.983333333333334,3.1908486569430323,12,0.9211186655147078
Soil water content,treatment combination,2025-07-31,,with-robinia,control,mixed,19.25,1.7236588989704429,6,0.7036807988475078
Soil water content,treatment combination,2025-07-31,,with-robinia,drought,mono,13.933333333333334,2.3492100542071324,12,0.6781585285897317
Soil water content,treatment combination,2025-07-31,,with-robinia,drought,mixed,14.266666666666666,1.9387281053996892,6,0.7914824347036672
Soil water content,treatment combination,2025-08-14,,without-robinia,control,mono,7.091666666666667,3.493749830595757,12,1.0085587025878349
Soil water content,treatment combination,2025-08-14,,without-robinia,control,mixed,4.7,1.4422205101855956,6,0.5887840577551898
Soil water content,treatment combination,2025-08-14,,without-robinia,drought,mono,3.475,1.9217061548151801,12,0.5547487828929525
Soil water content,treatment combination,2025-08-14,,without-robinia,drought,mixed,2.5166666666666666,0.9662642840686324,6,0.39447574210730774
Soil water content,treatment combination,2025-08-14,,with-robinia,control,mono,0.9583333333333334,0.8295215853768125,12,0.23946225530795393
Soil water content,treatment combination,2025-08-14,,with-robinia,control,mixed,0.9,0.6324555320336759,6,0.25819888974716115
Soil water content,treatment combination,2025-08-14,,with-robinia,drought,mono,0.9166666666666666,0.5457827295534258,12,0.15755390291335955
Soil water content,treatment combination,2025-08-14,,with-robinia,drought,mixed,0.9,0.7042726744663603,6,0.28751811537130434
Soil water content,treatment combination,2025-08-28,,without-robinia,control,mono,18.575,4.843012773808544,12,1.3980573643235796
Soil water content,treatment combination,2025-08-28,,without-robinia,control,mixed,14.066666666666666,4.937475738337016,6,2.0157160293828866
Soil water content,treatment combination,2025-08-28,,without-robinia,drought,mono,9.75,2.359699518621347,12,0.6811865761413326
Soil water content,treatment combination,2025-08-28,,without-robinia,drought,mixed,8.816666666666666,1.9020164738157939,6,0.7764949738694028
Soil water content,treatment combination,2025-08-28,,with-robinia,control,mono,15.775,3.9381871694750847,12,1.1368567112077854
Soil water content,treatment combination,2025-08-28,,with-robinia,control,mixed,17.7,2.0532900428336958,6,0.8382521498133284
Soil water content,treatment combination,2025-08-28,,with-robinia,drought,mono,8.891666666666666,1.7778732613247024,12,0.5132278030054275
Soil water content,treatment combination,2025-08-28,,with-robinia,drought,mixed,9.55,1.497664849023305,6,0.6114191143015839
Soil water content,treatment combination,2025-09-10,,without-robinia,control,mono,20.325,3.4051097966545405,12,0.9829705288593654
Soil water content,treatment combination,2025-09-10,,without-robinia,control,mixed,18.96666666666667,2.401388487243717,6,0.9803627446568496
Soil water content,treatment combination,2025-09-10,,without-robinia,drought,mono,14.758333333333333,2.845876868649652,12,0.8215338880977029
Soil water content,treatment combination,2025-09-10,,without-robinia,drought,mixed,13.316666666666666,1.5078682524234888,6,0.615584636296622
Soil water content,treatment combination,2025-09-10,,with-robinia,control,mono,17.625,2.1909420970731457,12,0.6324705047620319
Soil water content,treatment combination,2025-09-10,,with-robinia,control,mixed,18.083333333333336,2.660388442815572,6,1.086099033749276
Soil water content,treatment combination,2025-09-10,,with-robinia,drought,mono,11.75,2.4347857848652352,12,0.7028621141555089
Soil water content,treatment combination,2025-09-10,,with-robinia,drought,mixed,12.8,1.5836666315863321,6,0.6465291950097846
Soil water content,treatment combination,2025-09-23,,without-robinia,control,mono,22.758333333333333,3.5780793053189184,12,1.0329025250538535
Soil water content,treatment combination,2025-09-23,,without-robinia,control,mixed,21.566666666666666,2.3880256838373133,6,0.9749074030103807
Soil water content,treatment combination,2025-09-23,,without-robinia,drought,mono,17.09166666666667,2.3317797858496347,12,0.6731268435256073
Soil water content,treatment combination,2025-09-23,,without-robinia,drought,mixed,15.049999999999999,2.281008548866049,6,0.9312178406080215
Soil water content,treatment combination,2025-09-23,,with-robinia,control,mono,20.616666666666667,2.6815305444104234,12,0.7740911908277809
Soil water content,treatment combination,2025-09-23,,with-robinia,control,mixed,21.333333333333332,2.373745282600192,6,0.969077453618188
Soil water content,treatment combination,2025-09-23,,with-robinia,drought,mono,13.466666666666667,2.4908316732052413,12,0.7190411685155461
Soil water content,treatment combination,2025-09-23,,with-robinia,drought,mixed,15.183333333333334,2.36001412425152,6,0.9634717316962539
Soil water content,treatment combination,2025-10-07,,without-robinia,control,mono,20.083333333333332,3.193127088930318,12,0.9217763921753026
Soil water content,treatment combination,2025-10-07,,without-robinia,control,mixed,18.766666666666666,1.7840029895341174,6,0.7283161706597244
Soil water content,treatment combination,2025-10-07,,without-robinia,drought,mono,13.641666666666667,2.6328202415361415,12,0.7600297375893934
Soil water content,treatment combination,2025-10-07,,without-robinia,drought,mixed,13.283333333333333,1.6857243744653712,6,0.6881940940687526
Soil water content,treatment combination,2025-10-07,,with-robinia,control,mono,16.183333333333334,2.159896181567882,12,0.6235083209249307
Soil water content,treatment combination,2025-10-07,,with-robinia,control,mixed,15.95,1.9957454747537324,6,0.814759678269202
Soil water content,treatment combination,2025-10-07,,with-robinia,drought,mono,8.991666666666667,2.4644594957232724,12,0.7114281766313804
Soil water content,treatment combination,2025-10-07,,with-robinia,drought,mixed,11.15,2.513762120806183,6,1.026239088451939
Soil water content,treatment combination,2025-10-21,,without-robinia,control,mono,15.225,4.788646610853255,12,1.382363204915058
Soil water content,treatment combination,2025-10-21,,without-robinia,control,mixed,12.866666666666667,3.7297006135434874,6,1.52264389942115
Soil water content,treatment combination,2025-10-21,,without-robinia,drought,mono,7.533333333333333,2.867476982021694,12,0.8277693037326405
Soil water content,treatment combination,2025-10-21,,without-robinia,drought,mixed,6.683333333333334,2.5103120655939706,6,1.0248306093095474
Soil water content,treatment combination,2025-10-21,,with-robinia,control,mono,10.15,2.2199508594069868,12,0.6408446131331825
Soil water content,treatment combination,2025-10-21,,with-robinia,control,mixed,10.616666666666667,2.2265818347113737,6,0.90899822759881
Soil water content,treatment combination,2025-10-21,,with-robinia,drought,mono,2.283333333333333,1.276951863073178,12,0.36862425094374673
Soil water content,treatment combination,2025-10-21,,with-robinia,drought,mixed,4.183333333333334,2.2337561788759905,6,0.9119271413392143
Soil water content,treatment combination,2025-11-07,,without-robinia,control,mono,21.058333333333334,3.894391849671509,12,1.1242140913688652
Soil water content,treatment combination,2025-11-07,,without-robinia,control,mixed,19.9,3.5799441336423117,6,1.461506072515609
Soil water content,treatment combination,2025-11-07,,without-robinia,drought,mono,17.15,2.092193281528436,12,0.6039641771435845
Soil water content,treatment combination,2025-11-07,,without-robinia,drought,mixed,15.05,2.671890716328046,6,1.0907948172471913
Soil water content,treatment combination,2025-11-07,,with-robinia,control,mono,18.516666666666666,3.205629517904496,12,0.9253855325421855
Soil water content,treatment combination,2025-11-07,,with-robinia,control,mixed,17.466666666666665,3.020375252624525,6,1.2330630334433208
Soil water content,treatment combination,2025-11-07,,with-robinia,drought,mono,13.908333333333333,1.9833206009267905,12,0.5725353414172064
Soil water content,treatment combination,2025-11-07,,with-robinia,drought,mixed,14.3,1.37695315824468,6,0.5621387729022077
Soil water content,treatment combination,2025-12-02,,without-robinia,control,mono,23.6,3.131366242625501,12,0.90394757155557
Soil water content,treatment combination,2025-12-02,,without-robinia,control,mixed,22.75,2.277498627881036,6,0.9297849213662268
Soil water content,treatment combination,2025-12-02,,without-robinia,drought,mono,20.783333333333335,2.2192682386659603,12,0.6406475574988895
Soil water content,treatment combination,2025-12-02,,without-robinia,drought,mixed,19.15,2.1695621678117454,6,0.8857200460642178
Soil water content,treatment combination,2025-12-02,,with-robinia,control,mono,19.591666666666665,1.8652118248379057,12,0.538440274582919
Soil water content,treatment combination,2025-12-02,,with-robinia,control,mixed,20.05,2.8289574051229547,6,1.1549170244365323
Soil water content,treatment combination,2025-12-02,,with-robinia,drought,mono,17.875,2.8052305042221004,12,0.8098002933757897
Soil water content,treatment combination,2025-12-02,,with-robinia,drought,mixed,15.95,1.080277742064511,6,0.4410215414239987
Soil water content,Robinia mean,2025-01-30,,without-robinia,,,22.13611111111111,2.5612667376880727,36,0.42687778961467876
Soil water content,Robinia mean,2025-01-30,,with-robinia,,,21.808333333333334,2.884973384378343,36,0.4808288973963905
Soil water content,Robinia mean,2025-03-04,,without-robinia,,,20.419444444444444,2.749318818953882,36,0.45821980315898037
Soil water content,Robinia mean,2025-03-04,,with-robinia,,,19.03611111111111,3.027035586914109,36,0.5045059311523515
Soil water content,Robinia mean,2025-04-02,,without-robinia,,,13.022222222222222,2.92556330215578,36,0.48759388369262996
Soil water content,Robinia mean,2025-04-02,,with-robinia,,,12.755555555555555,2.8138884579826993,36,0.4689814096637832
Soil water content,Robinia mean,2025-04-11,,without-robinia,,,9.394444444444444,1.8905697469953253,36,0.3150949578325542
Soil water content,Robinia mean,2025-04-11,,with-robinia,,,8.905555555555555,1.5850992658315386,36,0.2641832109719231
Soil water content,Robinia mean,2025-04-28,,without-robinia,,,15.25,2.6045564470201614,36,0.4340927411700269
Soil water content,Robinia mean,2025-04-28,,with-robinia,,,14.352777777777778,2.332685284156574,36,0.38878088069276234
Soil water content,Robinia mean,2025-05-12,,without-robinia,,,11.658333333333333,2.4058707957233043,36,0.40097846595388403
Soil water content,Robinia mean,2025-05-12,,with-robinia,,,9.144444444444444,2.8368437637068666,36,0.47280729395114446
Soil water content,Robinia mean,2025-05-26,,without-robinia,,,21.06388888888889,3.6560050623423668,36,0.6093341770570612
Soil water content,Robinia mean,2025-05-26,,with-robinia,,,16.130555555555556,5.610898550114993,36,0.9351497583524989
Soil water content,Robinia mean,2025-06-06,,without-robinia,,,16.433333333333334,5.030932887078272,36,0.8384888145130454
Soil water content,Robinia mean,2025-06-06,,with-robinia,,,7.9527777777777775,5.949525124440538,36,0.9915875207400897
Soil water content,Robinia mean,2025-06-20,,without-robinia,,,7.911111111111111,3.534141866161958,36,0.5890236443603264
Soil water content,Robinia mean,2025-06-20,,with-robinia,,,1.2861111111111112,1.5143414934320982,36,0.2523902489053497
Soil water content,Robinia mean,2025-07-02,,without-robinia,,,4.2444444444444445,2.831500807945642,36,0.47191680132427366
Soil water content,Robinia mean,2025-07-02,,with-robinia,,,0.6944444444444444,0.7517387252969685,36,0.12528978754949474
Soil water content,Robinia mean,2025-07-03,,without-robinia,,,6.561111111111111,2.924602808468457,36,0.4874338014114095
Soil water content,Robinia mean,2025-07-03,,with-robinia,,,3.0527777777777776,1.2847425781313129,36,0.2141237630218855
Soil water content,Robinia mean,2025-07-17,,without-robinia,,,10.252777777777778,4.724978374016185,36,0.7874963956693642
Soil water content,Robinia mean,2025-07-17,,with-robinia,,,7.147222222222222,2.668491934848072,36,0.444748655808012
Soil water content,Robinia mean,2025-07-31,,without-robinia,,,20.11111111111111,4.345360598403627,36,0.7242267664006046
Soil water content,Robinia mean,2025-07-31,,with-robinia,,,16.225,3.3139855159611065,36,0.5523309193268511
Soil water content,Robinia mean,2025-08-14,,without-robinia,,,4.7250000000000005,2.952904139511281,36,0.4921506899185468
Soil water content,Robinia mean,2025-08-14,,with-robinia,,,0.925,0.6621933252457322,36,0.11036555420762202
Soil water content,Robinia mean,2025-08-28,,without-robinia,,,13.255555555555555,5.525082776080344,36,0.9208471293467241
Soil water content,Robinia mean,2025-08-28,,with-robinia,,,12.76388888888889,4.581213362529176,36,0.7635355604215294
Soil water content,Robinia mean,2025-09-10,,without-robinia,,,17.075,3.9792587249386036,36,0.6632097874897672
Soil water content,Robinia mean,2025-09-10,,with-robinia,,,14.938888888888888,3.630527531741105,36,0.6050879219568509
Soil water content,Robinia mean,2025-09-23,,without-robinia,,,19.38611111111111,4.127064178100303,36,0.6878440296833839
Soil water content,Robinia mean,2025-09-23,,with-robinia,,,17.447222222222223,4.260817232886608,36,0.7101362054811013
Soil water content,Robinia mean,2025-10-07,,without-robinia,,,16.583333333333332,4.011804011734799,36,0.6686340019557998
Soil water content,Robinia mean,2025-10-07,,with-robinia,,,12.908333333333333,3.9874356242004536,36,0.6645726040334089
Soil water content,Robinia mean,2025-10-21,,without-robinia,,,10.844444444444445,5.165846325043773,36,0.8609743875072956
Soil water content,Robinia mean,2025-10-21,,with-robinia,,,6.611111111111112,4.237774198648408,36,0.7062956997747346
Soil water content,Robinia mean,2025-11-07,,without-robinia,,,18.56111111111111,3.7728562713737777,36,0.6288093785622962
Soil water content,Robinia mean,2025-11-07,,with-robinia,,,16.102777777777778,3.250361396267991,36,0.5417268993779986
Soil water content,Robinia mean,2025-12-02,,without-robinia,,,21.77777777777778,2.9776415510180554,36,0.49627359183634256
Soil water content,Robinia mean,2025-12-02,,with-robinia,,,18.488888888888887,2.635448216449586,36,0.43924136940826436
